"Institute", "Academic Program Name", "Quota", "Seat Type", "Gender", "Opening Rank", "Closing Rank",""
"Motilal Nehru National Institute of Technology Allahabad", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "3766", "10115",""
"Motilal Nehru National Institute of Technology Allahabad", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Gender-Neutral", "41", "97",""
"Motilal Nehru National Institute of Technology Allahabad", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Female-only (including Supernumerary)", "203", "203",""
"Motilal Nehru National Institute of Technology Allahabad", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "698", "879",""
"Motilal Nehru National Institute of Technology Allahabad", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "1643", "2182",""
"Motilal Nehru National Institute of Technology Allahabad", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "1125", "2322",""
"Motilal Nehru National Institute of Technology Allahabad", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "2253", "3578",""
"Motilal Nehru National Institute of Technology Allahabad", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL (PwD)", "Gender-Neutral", "48", "50",""
"Motilal Nehru National Institute of Technology Allahabad", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL (PwD)", "Female-only (including Supernumerary)", "258", "258",""
"Motilal Nehru National Institute of Technology Allahabad", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "202", "898",""
"Motilal Nehru National Institute of Technology Allahabad", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "1249", "1751",""
"Motilal Nehru National Institute of Technology Allahabad", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "SC (PwD)", "Gender-Neutral", "16", "16",""
"Motilal Nehru National Institute of Technology Allahabad", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "273", "865",""
"Motilal Nehru National Institute of Technology Allahabad", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "2048", "2259",""
"Motilal Nehru National Institute of Technology Allahabad", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "ST (PwD)", "Gender-Neutral", "29", "29",""
"Motilal Nehru National Institute of Technology Allahabad", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "2195", "4295",""
"Motilal Nehru National Institute of Technology Allahabad", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "4753", "7439",""
"Motilal Nehru National Institute of Technology Allahabad", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "128", "137",""
"Motilal Nehru National Institute of Technology Allahabad", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "534", "703",""
"Motilal Nehru National Institute of Technology Allahabad", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "1039", "1080",""
"Motilal Nehru National Institute of Technology Allahabad", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "EWS (PwD)", "Female-only (including Supernumerary)", "114", "114",""
"Motilal Nehru National Institute of Technology Allahabad", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "850", "1471",""
"Motilal Nehru National Institute of Technology Allahabad", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "1620", "3786",""
"Motilal Nehru National Institute of Technology Allahabad", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL (PwD)", "Gender-Neutral", "55", "59",""
"Motilal Nehru National Institute of Technology Allahabad", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "275", "820",""
"Motilal Nehru National Institute of Technology Allahabad", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "1138", "1393",""
"Motilal Nehru National Institute of Technology Allahabad", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "SC (PwD)", "Gender-Neutral", "12", "12",""
"Motilal Nehru National Institute of Technology Allahabad", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "SC (PwD)", "Female-only (including Supernumerary)", "58", "58",""
"Motilal Nehru National Institute of Technology Allahabad", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "174", "311",""
"Motilal Nehru National Institute of Technology Allahabad", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "381", "527",""
"Motilal Nehru National Institute of Technology Allahabad", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "ST (PwD)", "Gender-Neutral", "13", "13",""
"Motilal Nehru National Institute of Technology Allahabad", "Electrical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "9137", "11254",""
"Motilal Nehru National Institute of Technology Allahabad", "Electrical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "16867", "19568",""
"Motilal Nehru National Institute of Technology Allahabad", "Electrical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Gender-Neutral", "442", "442",""
"Motilal Nehru National Institute of Technology Allahabad", "Electrical Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "1572", "1750",""
"Motilal Nehru National Institute of Technology Allahabad", "Electrical Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "3420", "3420",""
"Motilal Nehru National Institute of Technology Allahabad", "Electrical Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "3274", "3734",""
"Motilal Nehru National Institute of Technology Allahabad", "Electrical Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "7463", "7602",""
"Motilal Nehru National Institute of Technology Allahabad", "Electrical Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL (PwD)", "Gender-Neutral", "181", "181",""
"Motilal Nehru National Institute of Technology Allahabad", "Electrical Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "876", "2144",""
"Motilal Nehru National Institute of Technology Allahabad", "Electrical Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "3716", "4263",""
"Motilal Nehru National Institute of Technology Allahabad", "Electrical Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "1350", "1459",""
"Motilal Nehru National Institute of Technology Allahabad", "Electrical Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "3326", "3326",""
"Motilal Nehru National Institute of Technology Allahabad", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "9157", "10850",""
"Motilal Nehru National Institute of Technology Allahabad", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "15026", "17821",""
"Motilal Nehru National Institute of Technology Allahabad", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "534", "534",""
"Motilal Nehru National Institute of Technology Allahabad", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Female-only (including Supernumerary)", "1279", "1279",""
"Motilal Nehru National Institute of Technology Allahabad", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "1494", "1551",""
"Motilal Nehru National Institute of Technology Allahabad", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "2921", "2921",""
"Motilal Nehru National Institute of Technology Allahabad", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "3374", "4269",""
"Motilal Nehru National Institute of Technology Allahabad", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "7467", "7748",""
"Motilal Nehru National Institute of Technology Allahabad", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL (PwD)", "Gender-Neutral", "222", "222",""
"Motilal Nehru National Institute of Technology Allahabad", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "2133", "2443",""
"Motilal Nehru National Institute of Technology Allahabad", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "3316", "3316",""
"Motilal Nehru National Institute of Technology Allahabad", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "684", "957",""
"Motilal Nehru National Institute of Technology Allahabad", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "1258", "1258",""
"Motilal Nehru National Institute of Technology Allahabad", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "5559", "8491",""
"Motilal Nehru National Institute of Technology Allahabad", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "8745", "16157",""
"Motilal Nehru National Institute of Technology Allahabad", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Gender-Neutral", "284", "284",""
"Motilal Nehru National Institute of Technology Allahabad", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Female-only (including Supernumerary)", "215", "215",""
"Motilal Nehru National Institute of Technology Allahabad", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "1165", "1270",""
"Motilal Nehru National Institute of Technology Allahabad", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "2559", "2608",""
"Motilal Nehru National Institute of Technology Allahabad", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "2335", "3267",""
"Motilal Nehru National Institute of Technology Allahabad", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "5595", "7187",""
"Motilal Nehru National Institute of Technology Allahabad", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL (PwD)", "Gender-Neutral", "144", "144",""
"Motilal Nehru National Institute of Technology Allahabad", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "1114", "1669",""
"Motilal Nehru National Institute of Technology Allahabad", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "1825", "1841",""
"Motilal Nehru National Institute of Technology Allahabad", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "1059", "1383",""
"Motilal Nehru National Institute of Technology Allahabad", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "3045", "3045",""
"Motilal Nehru National Institute of Technology Allahabad", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "5924", "7837",""
"Motilal Nehru National Institute of Technology Allahabad", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "10800", "14513",""
"Motilal Nehru National Institute of Technology Allahabad", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "283", "283",""
"Motilal Nehru National Institute of Technology Allahabad", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Female-only (including Supernumerary)", "865", "865",""
"Motilal Nehru National Institute of Technology Allahabad", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "1079", "1281",""
"Motilal Nehru National Institute of Technology Allahabad", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "2373", "2373",""
