"Institute", "Academic Program Name", "Quota", "Seat Type", "Gender", "Opening Rank","Closing Rank" ,"Institute Type"
"National Institute of Technology, Silchar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "1331","2607" ,"NIT"
"National Institute of Technology, Silchar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "4224","4224" ,"NIT"
"National Institute of Technology, Silchar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "26386","35691" ,"NIT"
"National Institute of Technology, Silchar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "38089","46569" ,"NIT"
"National Institute of Technology, Silchar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "5709","5875" ,"NIT"
"National Institute of Technology, Silchar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "8000","8409" ,"NIT"
"National Institute of Technology, Silchar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "10449","11941" ,"NIT"
"National Institute of Technology, Silchar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "17263","18672" ,"NIT"
"National Institute of Technology, Silchar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "4715","5948" ,"NIT"
"National Institute of Technology, Silchar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "7764","9304" ,"NIT"
"National Institute of Technology, Silchar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "1851","2391" ,"NIT"
"National Institute of Technology, Silchar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "2743","2743" ,"NIT"
"National Institute of Technology, Srinagar", "Chemical Engineering (4 Years, Bachelor of Technology)", "JK", "OPEN", "Gender-Neutral", "94049","107655" ,"NIT"
"National Institute of Technology, Srinagar", "Chemical Engineering (4 Years, Bachelor of Technology)", "JK", "OPEN", "Female-only (including Supernumerary)", "140424","158035" ,"NIT"
"National Institute of Technology, Srinagar", "Chemical Engineering (4 Years, Bachelor of Technology)", "JK", "EWS", "Gender-Neutral", "58801","69402" ,"NIT"
"National Institute of Technology, Srinagar", "Chemical Engineering (4 Years, Bachelor of Technology)", "JK", "SC", "Gender-Neutral", "28618","37024" ,"NIT"
"National Institute of Technology, Srinagar", "Chemical Engineering (4 Years, Bachelor of Technology)", "JK", "SC", "Female-only (including Supernumerary)", "39146","67829" ,"NIT"
"National Institute of Technology, Srinagar", "Chemical Engineering (4 Years, Bachelor of Technology)", "JK", "ST", "Gender-Neutral", "7092","7640" ,"NIT"
"National Institute of Technology, Srinagar", "Chemical Engineering (4 Years, Bachelor of Technology)", "LA", "OPEN", "Gender-Neutral", "272473","272473" ,"NIT"
"National Institute of Technology, Srinagar", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "49795","54693" ,"NIT"
"National Institute of Technology, Srinagar", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "55558","63530" ,"NIT"
"National Institute of Technology, Srinagar", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "8916","9024" ,"NIT"
"National Institute of Technology, Srinagar", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "10457","10457" ,"NIT"
"National Institute of Technology, Srinagar", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "15900","17374" ,"NIT"
"National Institute of Technology, Srinagar", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "21185","21228" ,"NIT"
"National Institute of Technology, Srinagar", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "7109","8821" ,"NIT"
"National Institute of Technology, Srinagar", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "10916","11016" ,"NIT"
"National Institute of Technology, Srinagar", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "2949","3346" ,"NIT"
"National Institute of Technology, Srinagar", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "3807","3807" ,"NIT"
"National Institute of Technology, Srinagar", "Civil Engineering (4 Years, Bachelor of Technology)", "JK", "OPEN", "Gender-Neutral", "33491","89806" ,"NIT"
"National Institute of Technology, Srinagar", "Civil Engineering (4 Years, Bachelor of Technology)", "JK", "OPEN", "Female-only (including Supernumerary)", "72372","123607" ,"NIT"
"National Institute of Technology, Srinagar", "Civil Engineering (4 Years, Bachelor of Technology)", "JK", "OPEN (PwD)", "Gender-Neutral", "2497","2868" ,"NIT"
"National Institute of Technology, Srinagar", "Civil Engineering (4 Years, Bachelor of Technology)", "JK", "EWS", "Gender-Neutral", "33273","56262" ,"NIT"
"National Institute of Technology, Srinagar", "Civil Engineering (4 Years, Bachelor of Technology)", "JK", "OBC-NCL", "Gender-Neutral", "165673","165673" ,"NIT"
"National Institute of Technology, Srinagar", "Civil Engineering (4 Years, Bachelor of Technology)", "JK", "OBC-NCL", "Female-only (including Supernumerary)", "259165","259165" ,"NIT"
"National Institute of Technology, Srinagar", "Civil Engineering (4 Years, Bachelor of Technology)", "JK", "SC", "Gender-Neutral", "15905","25295" ,"NIT"
"National Institute of Technology, Srinagar", "Civil Engineering (4 Years, Bachelor of Technology)", "JK", "SC", "Female-only (including Supernumerary)", "59584","59584" ,"NIT"
"National Institute of Technology, Srinagar", "Civil Engineering (4 Years, Bachelor of Technology)", "JK", "ST", "Gender-Neutral", "2515","5693" ,"NIT"
"National Institute of Technology, Srinagar", "Civil Engineering (4 Years, Bachelor of Technology)", "JK", "ST", "Female-only (including Supernumerary)", "6553","6553" ,"NIT"
"National Institute of Technology, Srinagar", "Civil Engineering (4 Years, Bachelor of Technology)", "LA", "OPEN", "Gender-Neutral", "209869","209869" ,"NIT"
"National Institute of Technology, Srinagar", "Civil Engineering (4 Years, Bachelor of Technology)", "LA", "OPEN", "Female-only (including Supernumerary)", "126549","126549" ,"NIT"
"National Institute of Technology, Srinagar", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "51984","57678" ,"NIT"
"National Institute of Technology, Srinagar", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "38194","65451" ,"NIT"
"National Institute of Technology, Srinagar", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "9396","9519" ,"NIT"
"National Institute of Technology, Srinagar", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "11096","11247" ,"NIT"
"National Institute of Technology, Srinagar", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "16721","18096" ,"NIT"
"National Institute of Technology, Srinagar", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "21902","22740" ,"NIT"
"National Institute of Technology, Srinagar", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "7540","9182" ,"NIT"
"National Institute of Technology, Srinagar", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "8552","11801" ,"NIT"
"National Institute of Technology, Srinagar", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "2388","2961" ,"NIT"
"National Institute of Technology, Srinagar", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "3657","3657" ,"NIT"
"National Institute of Technology, Srinagar", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "JK", "OPEN", "Gender-Neutral", "15838","36020" ,"NIT"
"National Institute of Technology, Srinagar", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "JK", "OPEN", "Female-only (including Supernumerary)", "13064","39115" ,"NIT"
"National Institute of Technology, Srinagar", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "JK", "OPEN (PwD)", "Gender-Neutral", "349","349" ,"NIT"
"National Institute of Technology, Srinagar", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "JK", "EWS", "Gender-Neutral", "11158","16569" ,"NIT"
"National Institute of Technology, Srinagar", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "JK", "EWS", "Female-only (including Supernumerary)", "14537","14537" ,"NIT"
"National Institute of Technology, Srinagar", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "JK", "OBC-NCL", "Gender-Neutral", "30252","49676" ,"NIT"
"National Institute of Technology, Srinagar", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "JK", "OBC-NCL", "Female-only (including Supernumerary)", "35248","44418" ,"NIT"
"National Institute of Technology, Srinagar", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "JK", "SC", "Gender-Neutral", "3469","7987" ,"NIT"
"National Institute of Technology, Srinagar", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "JK", "SC", "Female-only (including Supernumerary)", "10862","10862" ,"NIT"
"National Institute of Technology, Srinagar", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "JK", "ST", "Gender-Neutral", "523","1686" ,"NIT"
"National Institute of Technology, Srinagar", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "JK", "ST", "Female-only (including Supernumerary)", "2466","2466" ,"NIT"
"National Institute of Technology, Srinagar", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "LA", "OPEN", "Gender-Neutral", "124061","124061" ,"NIT"
"National Institute of Technology, Srinagar", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "12931","22814" ,"NIT"
"National Institute of Technology, Srinagar", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "29987","33574" ,"NIT"
"National Institute of Technology, Srinagar", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "678","678" ,"NIT"
"National Institute of Technology, Srinagar", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "3472","3473" ,"NIT"
"National Institute of Technology, Srinagar", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "5871","5871" ,"NIT"
"National Institute of Technology, Srinagar", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "5756","6706" ,"NIT"
"National Institute of Technology, Srinagar", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "10468","12495" ,"NIT"
"National Institute of Technology, Srinagar", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL (PwD)", "Gender-Neutral", "421","421" ,"NIT"
"National Institute of Technology, Srinagar", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "2769","3368" ,"NIT"
"National Institute of Technology, Srinagar", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "5054","5778" ,"NIT"
"National Institute of Technology, Srinagar", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "1264","1336" ,"NIT"
"National Institute of Technology, Srinagar", "Electrical Engineering (4 Years, Bachelor of Technology)", "JK", "OPEN", "Gender-Neutral", "57321","80061" ,"NIT"
"National Institute of Technology, Srinagar", "Electrical Engineering (4 Years, Bachelor of Technology)", "JK", "OPEN", "Female-only (including Supernumerary)", "99233","130307" ,"NIT"
"National Institute of Technology, Srinagar", "Electrical Engineering (4 Years, Bachelor of Technology)", "JK", "OPEN (PwD)", "Gender-Neutral", "2958","2958" ,"NIT"
"National Institute of Technology, Srinagar", "Electrical Engineering (4 Years, Bachelor of Technology)", "JK", "EWS", "Gender-Neutral", "32493","40677" ,"NIT"
"National Institute of Technology, Srinagar", "Electrical Engineering (4 Years, Bachelor of Technology)", "JK", "OBC-NCL", "Gender-Neutral", "223855","299497" ,"NIT"
"National Institute of Technology, Srinagar", "Electrical Engineering (4 Years, Bachelor of Technology)", "JK", "SC", "Gender-Neutral", "13764","23726" ,"NIT"
"National Institute of Technology, Srinagar", "Electrical Engineering (4 Years, Bachelor of Technology)", "JK", "SC", "Female-only (including Supernumerary)", "27281","27281" ,"NIT"
"National Institute of Technology, Srinagar", "Electrical Engineering (4 Years, Bachelor of Technology)", "JK", "ST", "Gender-Neutral", "3715","6795" ,"NIT"
"National Institute of Technology, Srinagar", "Electrical Engineering (4 Years, Bachelor of Technology)", "JK", "ST", "Female-only (including Supernumerary)", "22215","22215" ,"NIT"
"National Institute of Technology, Srinagar", "Electrical Engineering (4 Years, Bachelor of Technology)", "LA", "OPEN", "Gender-Neutral", "215824","215824" ,"NIT"
"National Institute of Technology, Srinagar", "Electrical Engineering (4 Years, Bachelor of Technology)", "LA", "OPEN", "Female-only (including Supernumerary)", "292478","292478" ,"NIT"
"National Institute of Technology, Srinagar", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "31874","40467" ,"NIT"
"National Institute of Technology, Srinagar", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "42037","48139" ,"NIT"
"National Institute of Technology, Srinagar", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "2250","2267" ,"NIT"
"National Institute of Technology, Srinagar", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "6577","7289" ,"NIT"
"National Institute of Technology, Srinagar", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "7896","7896" ,"NIT"
"National Institute of Technology, Srinagar", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "11323","13509" ,"NIT"
"National Institute of Technology, Srinagar", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "18095","18781" ,"NIT"
"National Institute of Technology, Srinagar", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "5986","6766" ,"NIT"
"National Institute of Technology, Srinagar", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "9227","9764" ,"NIT"
"National Institute of Technology, Srinagar", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "2390","2533" ,"NIT"
"National Institute of Technology, Srinagar", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "4216","4216" ,"NIT"
"National Institute of Technology, Srinagar", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "JK", "OPEN", "Gender-Neutral", "45308","57230" ,"NIT"
"National Institute of Technology, Srinagar", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "JK", "OPEN", "Female-only (including Supernumerary)", "69195","95126" ,"NIT"
"National Institute of Technology, Srinagar", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "JK", "OPEN (PwD)", "Gender-Neutral", "1724","1724" ,"NIT"
"National Institute of Technology, Srinagar", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "JK", "EWS", "Gender-Neutral", "29460","30137" ,"NIT"
"National Institute of Technology, Srinagar", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "JK", "OBC-NCL", "Gender-Neutral", "20237","329238" ,"NIT"
"National Institute of Technology, Srinagar", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "JK", "OBC-NCL", "Female-only (including Supernumerary)", "146327","170724" ,"NIT"
"National Institute of Technology, Srinagar", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "JK", "SC", "Gender-Neutral", "13387","18417" ,"NIT"
"National Institute of Technology, Srinagar", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "JK", "SC", "Female-only (including Supernumerary)", "19554","25180" ,"NIT"
"National Institute of Technology, Srinagar", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "JK", "ST", "Gender-Neutral", "3047","3381" ,"NIT"
"National Institute of Technology, Srinagar", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "LA", "OPEN", "Gender-Neutral", "207460","207460" ,"NIT"
"National Institute of Technology, Srinagar", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "LA", "OPEN", "Female-only (including Supernumerary)", "251723","251723" ,"NIT"
"National Institute of Technology, Srinagar", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "23540","34057" ,"NIT"
"National Institute of Technology, Srinagar", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "39577","41821" ,"NIT"
"National Institute of Technology, Srinagar", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "1205","1205" ,"NIT"
"National Institute of Technology, Srinagar", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "5357","5735" ,"NIT"
"National Institute of Technology, Srinagar", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "7364","7364" ,"NIT"
"National Institute of Technology, Srinagar", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "9370","10540" ,"NIT"
"National Institute of Technology, Srinagar", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "16098","17865" ,"NIT"
"National Institute of Technology, Srinagar", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL (PwD)", "Gender-Neutral", "669","669" ,"NIT"
"National Institute of Technology, Srinagar", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "4353","5477" ,"NIT"
"National Institute of Technology, Srinagar", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "8069","8300" ,"NIT"
"National Institute of Technology, Srinagar", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "1872","2363" ,"NIT"
"National Institute of Technology, Srinagar", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "3276","3276" ,"NIT"
"National Institute of Technology, Srinagar", "Information Technology (4 Years, Bachelor of Technology)", "JK", "OPEN", "Gender-Neutral", "36571","48383" ,"NIT"
"National Institute of Technology, Srinagar", "Information Technology (4 Years, Bachelor of Technology)", "JK", "OPEN", "Female-only (including Supernumerary)", "42521","69706" ,"NIT"
"National Institute of Technology, Srinagar", "Information Technology (4 Years, Bachelor of Technology)", "JK", "OPEN (PwD)", "Gender-Neutral", "1285","1285" ,"NIT"
"National Institute of Technology, Srinagar", "Information Technology (4 Years, Bachelor of Technology)", "JK", "EWS", "Gender-Neutral", "19611","28003" ,"NIT"
"National Institute of Technology, Srinagar", "Information Technology (4 Years, Bachelor of Technology)", "JK", "OBC-NCL", "Gender-Neutral", "49909","152263" ,"NIT"
"National Institute of Technology, Srinagar", "Information Technology (4 Years, Bachelor of Technology)", "JK", "OBC-NCL", "Female-only (including Supernumerary)", "54697","75599" ,"NIT"
"National Institute of Technology, Srinagar", "Information Technology (4 Years, Bachelor of Technology)", "JK", "SC", "Gender-Neutral", "7243","16249" ,"NIT"
"National Institute of Technology, Srinagar", "Information Technology (4 Years, Bachelor of Technology)", "JK", "SC", "Female-only (including Supernumerary)", "14211","14211" ,"NIT"
"National Institute of Technology, Srinagar", "Information Technology (4 Years, Bachelor of Technology)", "JK", "ST", "Gender-Neutral", "2203","2792" ,"NIT"
"National Institute of Technology, Srinagar", "Information Technology (4 Years, Bachelor of Technology)", "JK", "ST", "Female-only (including Supernumerary)", "9156","9156" ,"NIT"
"National Institute of Technology, Srinagar", "Information Technology (4 Years, Bachelor of Technology)", "LA", "OPEN", "Gender-Neutral", "134229","134229" ,"NIT"
"National Institute of Technology, Srinagar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "23256","27732" ,"NIT"
"National Institute of Technology, Srinagar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "36213","38981" ,"NIT"
"National Institute of Technology, Srinagar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "986","986" ,"NIT"
"National Institute of Technology, Srinagar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "4258","4683" ,"NIT"
"National Institute of Technology, Srinagar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "6572","6572" ,"NIT"
"National Institute of Technology, Srinagar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "7326","8413" ,"NIT"
"National Institute of Technology, Srinagar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "15712","16095" ,"NIT"
"National Institute of Technology, Srinagar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "3773","4249" ,"NIT"
"National Institute of Technology, Srinagar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "6484","7366" ,"NIT"
"National Institute of Technology, Srinagar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "1712","1985" ,"NIT"
"National Institute of Technology, Srinagar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "3427","3427" ,"NIT"
"National Institute of Technology, Srinagar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "JK", "OPEN", "Gender-Neutral", "60492","91664" ,"NIT"
"National Institute of Technology, Srinagar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "JK", "OPEN", "Female-only (including Supernumerary)", "94463","151668" ,"NIT"
"National Institute of Technology, Srinagar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "JK", "EWS", "Gender-Neutral", "50494","66670" ,"NIT"
"National Institute of Technology, Srinagar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "JK", "OBC-NCL", "Gender-Neutral", "50843","175331" ,"NIT"
"National Institute of Technology, Srinagar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "JK", "SC", "Gender-Neutral", "21699","28082" ,"NIT"
"National Institute of Technology, Srinagar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "JK", "ST", "Gender-Neutral", "4333","7076" ,"NIT"
"National Institute of Technology, Srinagar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "JK", "ST", "Female-only (including Supernumerary)", "10191","10191" ,"NIT"
"National Institute of Technology, Srinagar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "LA", "OPEN", "Gender-Neutral", "197632","197632" ,"NIT"
"National Institute of Technology, Srinagar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "LA", "OPEN", "Female-only (including Supernumerary)", "466226","466226" ,"NIT"
"National Institute of Technology, Srinagar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "39889","47520" ,"NIT"
"National Institute of Technology, Srinagar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "57004","62571" ,"NIT"
"National Institute of Technology, Srinagar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "7696","8011" ,"NIT"
"National Institute of Technology, Srinagar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "10530","10530" ,"NIT"
"National Institute of Technology, Srinagar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "14501","15835" ,"NIT"
"National Institute of Technology, Srinagar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "18918","21747" ,"NIT"
"National Institute of Technology, Srinagar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "7096","8174" ,"NIT"
"National Institute of Technology, Srinagar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "11474","11565" ,"NIT"
"National Institute of Technology, Srinagar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "2806","3139" ,"NIT"
"National Institute of Technology, Srinagar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "4275","4275" ,"NIT"
"National Institute of Technology, Srinagar", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "JK", "OPEN", "Gender-Neutral", "101555","123100" ,"NIT"
"National Institute of Technology, Srinagar", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "JK", "OPEN", "Female-only (including Supernumerary)", "123545","196327" ,"NIT"
"National Institute of Technology, Srinagar", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "JK", "EWS", "Gender-Neutral", "65497","95845" ,"NIT"
"National Institute of Technology, Srinagar", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "JK", "SC", "Gender-Neutral", "26604","57102" ,"NIT"
"National Institute of Technology, Srinagar", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "JK", "ST", "Gender-Neutral", "11485","14647" ,"NIT"
"National Institute of Technology, Srinagar", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "JK", "ST", "Female-only (including Supernumerary)", "23183","23183" ,"NIT"
"National Institute of Technology, Srinagar", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "LA", "OPEN", "Gender-Neutral", "286182","286182" ,"NIT"
"National Institute of Technology, Srinagar", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "53273","58591" ,"NIT"
"National Institute of Technology, Srinagar", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "60050","65736" ,"NIT"
"National Institute of Technology, Srinagar", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "9553","9633" ,"NIT"
"National Institute of Technology, Srinagar", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "11268","11268" ,"NIT"
"National Institute of Technology, Srinagar", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "17657","18709" ,"NIT"
"National Institute of Technology, Srinagar", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "21489","23116" ,"NIT"
"National Institute of Technology, Srinagar", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "8154","9500" ,"NIT"
