"Institute", "Academic Program Name", "Quota", "Seat Type", "Gender", "Opening Rank", "Closing Rank","State","Institute Type"
"National Institute of Technology, Mizoram", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "4066", "4066","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "309946", "712487","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "370684", "544345","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "62026", "62026","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "18700", "18700","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "31598", "33181","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "35200", "43362","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "1542", "1542","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "5469", "5469","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "7883", "7883","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "11236", "11783","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "17814", "17814","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "5066", "5269","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "5473", "5473","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "1943", "1943","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Electrical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "713287", "1187663","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Electrical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "500521", "500521","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "43594", "47514","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "55169", "56224","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "7822", "7822","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "9190", "9190","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "14818", "16394","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "21993", "21993","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "7708", "7896","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "2726", "2801","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "293110", "1187082","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "772989", "772989","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "40683", "43128","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "49188", "53289","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "2312", "2312","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "7124", "7124","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "8871", "8871","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "12786", "13285","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "20366", "20366","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "6523", "6735","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "6888", "6888","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "2166", "2166","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Mathematics and Computing (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "596054", "743618","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Mathematics and Computing (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "36273", "36482","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Mathematics and Computing (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "45505", "45505","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Mathematics and Computing (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "6120", "6120","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Mathematics and Computing (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "13693", "13693","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "313293", "1294100","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "49167", "52165","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "60713", "60713","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "4235", "4235","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "8552", "8552","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "11353", "11353","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "16441", "17686","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "23426", "23426","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "7668", "8299","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "3078", "3078","Mizoram","NIT"
"National Institute of Technology, Mizoram", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "4396", "4396","Mizoram","NIT"
"National Institute of Technology, Rourkela", "Architecture (5 Years, Bachelor of Architecture)", "HS", "OPEN", "Gender-Neutral", "552", "1334","Odisha","NIT"
"National Institute of Technology, Rourkela", "Architecture (5 Years, Bachelor of Architecture)", "HS", "OPEN", "Female-only (including Supernumerary)", "458", "458","Odisha","NIT"
"National Institute of Technology, Rourkela", "Architecture (5 Years, Bachelor of Architecture)", "HS", "EWS", "Gender-Neutral", "1600", "1600","Odisha","NIT"
"National Institute of Technology, Rourkela", "Architecture (5 Years, Bachelor of Architecture)", "HS", "OBC-NCL", "Gender-Neutral", "1173", "1546","Odisha","NIT"
"National Institute of Technology, Rourkela", "Architecture (5 Years, Bachelor of Architecture)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "468", "468","Odisha","NIT"
"National Institute of Technology, Rourkela", "Architecture (5 Years, Bachelor of Architecture)", "HS", "SC", "Gender-Neutral", "593", "593","Odisha","NIT"
"National Institute of Technology, Rourkela", "Architecture (5 Years, Bachelor of Architecture)", "HS", "ST", "Gender-Neutral", "98", "98","Odisha","NIT"
"National Institute of Technology, Rourkela", "Architecture (5 Years, Bachelor of Architecture)", "OS", "OPEN", "Gender-Neutral", "464", "716","Odisha","NIT"
"National Institute of Technology, Rourkela", "Architecture (5 Years, Bachelor of Architecture)", "OS", "OPEN", "Female-only (including Supernumerary)", "255", "255","Odisha","NIT"
"National Institute of Technology, Rourkela", "Architecture (5 Years, Bachelor of Architecture)", "OS", "EWS", "Gender-Neutral", "147", "147","Odisha","NIT"
"National Institute of Technology, Rourkela", "Architecture (5 Years, Bachelor of Architecture)", "OS", "OBC-NCL", "Gender-Neutral", "286", "290","Odisha","NIT"
"National Institute of Technology, Rourkela", "Architecture (5 Years, Bachelor of Architecture)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "236", "236","Odisha","NIT"
"National Institute of Technology, Rourkela", "Architecture (5 Years, Bachelor of Architecture)", "OS", "SC", "Gender-Neutral", "91", "91","Odisha","NIT"
"National Institute of Technology, Rourkela", "Architecture (5 Years, Bachelor of Architecture)", "OS", "ST", "Gender-Neutral", "56", "56","Odisha","NIT"
"National Institute of Technology, Rourkela", "Artificial Intelligence (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "7885", "13848","Odisha","NIT"
"National Institute of Technology, Rourkela", "Artificial Intelligence (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "17069", "18539","Odisha","NIT"
"National Institute of Technology, Rourkela", "Artificial Intelligence (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Gender-Neutral", "226", "226","Odisha","NIT"
"National Institute of Technology, Rourkela", "Artificial Intelligence (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "3532", "4658","Odisha","NIT"
"National Institute of Technology, Rourkela", "Artificial Intelligence (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "5374", "7567","Odisha","NIT"
"National Institute of Technology, Rourkela", "Artificial Intelligence (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "8069", "12507","Odisha","NIT"
"National Institute of Technology, Rourkela", "Artificial Intelligence (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "2446", "2941","Odisha","NIT"
"National Institute of Technology, Rourkela", "Artificial Intelligence (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "1151", "1283","Odisha","NIT"
"National Institute of Technology, Rourkela", "Artificial Intelligence (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "3125", "3983","Odisha","NIT"
"National Institute of Technology, Rourkela", "Artificial Intelligence (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "6548", "7563","Odisha","NIT"
"National Institute of Technology, Rourkela", "Artificial Intelligence (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "547", "578","Odisha","NIT"
"National Institute of Technology, Rourkela", "Artificial Intelligence (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "1115", "1308","Odisha","NIT"
"National Institute of Technology, Rourkela", "Artificial Intelligence (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "2794", "3658","Odisha","NIT"
"National Institute of Technology, Rourkela", "Artificial Intelligence (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "595", "821","Odisha","NIT"
"National Institute of Technology, Rourkela", "Artificial Intelligence (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "1728", "1728","Odisha","NIT"
"National Institute of Technology, Rourkela", "Artificial Intelligence (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "315", "315","Odisha","NIT"
"National Institute of Technology, Rourkela", "Bio Medical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "48464", "54280","Odisha","NIT"
